대번호,소번호,문장,훼손/파손,분실,배송지연,오배송,"기타(임의반품, 불친절, 집하거부 등)",관련없음
39,2,피신청인에게 전화해서 손해배상요청을 했으나 파손면책을 사유로 들며 도자기 제품을 절때 배상 불가하다고 답변옴.,,,,,,y
39,3,신청인은 택배보낼 당시 파손면책에 대해 들은바도 없었고 싸인을 한 적도 없음.,,,,,,y
39,4,신청인은 택배를 보낼 당시 파손될 수 있고 홍삼제조기 제품이라고 명확하게 이야기를 했음에도 불구하고 피신청인은 홍삼제조기 제품이 플라스틱 제품인줄 알았다며 신청인은 배상을 회피함.,,,,,,y
39,5,신청인은 수리비 전액 배상을 요구함(배상액 : 15만원).,,,,,,y
40,1,ㅇ 신청인은 2014.2.5 꿀범벅감귤에서 한라봉 10kg를 인터넷에서 주문하여 피신청인(CJ 대한통운)을 통해 2014.2.6 택배 배송됨 (운송장번호:682132434964),,,,,,y
40,2,ㅇ 2014.2.7 택배가 배송되지않아 피신청인에게 수차례 문의하니 2014.2.11 피신청인으로부터 분실 판정받음.,,y,,,,
40,3,ㅇ 피신청인은 환급 또는 재배송을 약속후 다시 연락 준다하여 신청인은 2014.2.12 한라봉 재구입함. ,,,,,,y
40,4,"ㅇ 2014.2.13 임의로 한라봉이 배송되어 피신청인에게 이의제기하니 반송하라고 하나, 신청인은 이로인해 소요된 통화료 6.588원 및 시간적 피해 21.000원 총 27.588원 보상을 요구함. ",,,,,,y
41,1,ㅇ 2014.2.6 신청인은 지마켓에서 상품을 구입 후 2014.2.7일 피신청인(KG옐로우캡)의 전화를 받고 주소지를 잘못기재 했음을 알고 주소지 변경을 신청함,,,,,,y
41,2,"ㅇ 2014.2.11 피신청인으로부터  별다른 연락이 없어서 다시 연락를 해보았지만, 피신청인은 자세한 상항을 모른다며 답변을 해주지 않음",,,,,,y
41,3,ㅇ 2014.2.13 피신청인으로부터 여전히 연락이 없어 다시 택배사로 문의하자 금주안에 물품이 도착할거라는 문자를 받음 ,,,,,,y
41,4,ㅇ 2014.2.17 여전히 물품이 배송되지 않아 피신청인에게 다시 연락을 하니 상황을 알아보고 연락을 준다고 하였지만 파악이 힘들다며 답변을 회피,,,y,,,
41,5,ㅇ 2014.2.18 피신청인으로부터 오후6시까지 택배를 인계하겠다고 연락이 오전에 왔지만 택배는 오지 않음,,,y,,,
41,6,ㅇ 2014.2.19 피신청인과 다시 통화 하였지만 담당자가 확인중이라도 똑같은 답변을 받음,,,,,,y
41,7,"ㅇ 이에, 신청인은 물품의 지연에 따른 배상과 분실 시 전액 환급을 요구함",,,,,,y
42,1,"신청인은 2013.12.10. 피신청인에게 노트북 10대의 배송을 의뢰 후 2대(구입가 1,635,000원)가 분실되는 피해가 발생함. ",,y,,,,
42,2,"신고 접수 이후 피신청인은 손해배상 한도액을 500,000원으로 판정하여 배상함.",,,,,,y
42,3,신청인은 계약 당시 운송물 가액 기재 및 할증요금에 대한 안내를 전혀 받지 못하여 일방적인 배상한도액 책정은 부당하므로 전액 배상을 요구하며 우리 원에 피해구제 신청함. ,,,,,,y
42,4,* 운송장번호 : 6207290563,,,,,,y
43,1,신청인은 2013. 12. 3. 피신청인에게 현미(10KG) 42포대를 각각 서로 다른 42군데의 수신처에 배송하여 줄 것을 요청하고 해당 수신처를 팩스로 보냄.,,,,,,
43,2,"다음날 12. 5. 피신청인이 수신처 중 하나인 신청인의 시골집에 무사히 배송되었다고 연락을 해 와, 신청인은 42군데의 배송료 건당 4,000원으로 계산하여 168,000원을 피신청인에게 지불함.",,,,,,
43,3,그러나 42군데의 수신처 중 1군데(수신처 김승곤)는 배송되지 아니하고 분실되었고 또다른 1군데(수신처 박준경)는 신청인에게 반송이 됨.,,,,,,
43,4,"이에 신청인은 같은 해 12. 10.경 피신청인에게 이의를 제기하였으나 아무런 회신을 받지 못하고 있는 바, 분실되고 반송된 수신처에 대한 보상 및 분실된 현미 1포대의 배상을 요구함.",,,,,,
44,1,"신청인은 2014. 2. 13. 전자상거래로 구매한 제품(스마트폰 케이스, 블랙박스)을 피신청인을 통하여 배송받기로 하였으나 배송이 지연되어 블랙박스 설치예약변경 등의 피해를 입어 이에 대한 보상을 요구함.",,,y,,,
44,2,* 운송장번호 222276166862,,,,,,y
45,1,"신청인은 2014.1.23. 최OO에게 화장품세트를 12만원에 구입 후 택배가 도착하지 않아 문의하니, 피신청인 택배로 발송(송장번호 : 0204347827)하였다고 답변함.",,,,,,y
45,2,"이에 신청인은 피신청인의 정선영업소로 문의하니 배송담당자가 택배를 '집대문 밖 고무통'에 두고 왔다는 답변을 받았으나, 신청인은 택배를 수령하지 못하였음.",,,,,,y
45,3,"따라서, 신청인의 정상적인 전화번호가 기재되어 있음에도 불구하고 아무런 연락없이 신청인이 부재중이라는 이유로 택배를 방치하는 등 피신청인의 과실에 따라 배송받지 못한 물품의 손해를 배상해줄 것을 피신청인에게 요구함.",,,,,y,
46,1,"신청인은 중고시장을 통해 1,400,000원 상당의 컷팅플로터를 구매자(이○○, 01024931***)에게 판매하기 위하여 피신청인을 통해 제품 발송을 의뢰 하였으나 배송 후 구매자의 변심으로 2014. 1. 21. 피신청인을 통해 반품을 발송하여(송장번호 442140101424) 수취 후 확인하니 제품이 파손되어 같은 해 1. 23. 피신청인에게 보상을 요구하였으나 이를 거절하여 우리원 피해구제신청을 통해 관련 규정에 따른 피해보상을 요구함.",,,,,,
47,1,신청인은 2013.12.13. 피신청인을 통해 편의점 택배를 이용하여 레이저 제모 카트리지를 배송 의뢰함. ,,,,,,y
47,2,"운송장에 물품가액 2만원으로 기재하였는데 며칠 후 피신청인으로부터 물품이 분실된 것 같다며 확인해보겠다고 한 후 현재까지 처리를 지연하고 있는 바,",,y,,,,
47,3,"신청인은 분실된 물품의 현 판매가격이 55,000원이므로 이에 따른 배상을 요구함.",,y,,,,
47,4,* 운송장번호 : 8225916856,,,,,,y
48,1,신청인은 2014. 2. 7. 부산 해운대 경동택배에서 군산(안경희)으로 에어콘 배송을 의뢰하고 4만 원을 지불함.,,,,,,y
48,2,"같은 달 9. 군산 장재동에 배달된 에어컨을 확인해 보니 심하게 파손된 상태로 경동택배 군산대리점에 신고하였고, LG전자 서비스센타에 AS의뢰하였으나  파손정도가 심하고 부품이 일부 없어 정상수리가 불가하다고 함.",y,,,,,
48,3,신청인은 손해배상을 요구함.,,,,,,y
48,4,제품모델:LPN-C-152DA(2006년식),,,,,,y
48,5,송장번호:6251 6136 64,,,,,,y
49,1,"신청인은 2013. 12. 5. 피신청인에게 컴퓨터 본체 및 키보드 배송을 의뢰하였으나 같은 해 12. 10. 수령 후 확인해보니 파손되어있어 당일 피신청인에게 이의를 제기하였고, 같은 해 12. 19. 피신청인 측에서 제품을 회수해갔으나 현재까지 연락받지 못한바 우리원에 피해구제를 신청하여 규정에 따른 보상을 요구함.",y,,,,,
49,2,운송장번호 : 225-1800-4390,,,,,,y
50,1,"신청인은 2014.2.8. 피신청인1{(주)SVSNET}에게 택배{박스 2개 : 침실 스탠드 본체, 스탠드 갓+전구)}를 의뢰하고 배송비용 4,000원을 결제함.",,,,,,y
50,2,"수화인에게 1개의 박스(침실 스탠드 본체)만 배송된 사실을 확인하고, 2014.2.21. 피신청인1에게 문제제기 후 피신청인2{(주)대한통운} 배송기사가 합포장 상태에서 택배 물품을 수거한 사실 확인하여 피신청인2에게 문의하자, 2014.2.24. 피신청인2는 택배가 분실되었다고 답변함.",,y,,,,
50,3,"피신청인1은 물품대금의 50%에 해당하는 50,000원만 배상하겠다고 하나, 이는 부당하므로 전액 배상을 요구함.",,,,,,y
50,4," 운송장번소 : 824-693-2422(물품 대금 100,000원)",,,,,,y
51,1,"신청인은 2014.1.9. 피신청인을 통해 자신의 친청집으로 축의금 개인 명부를 포함한 건강기능식품 등 금 1,615,500원 상당의 물품 배송을 의뢰함.",,,,,,y
51,2,"그런데 발송한 택배를 현재까지 받지 못하여 그동안 피신청인에게 보상을 요구하였으나, 확인중이라고 하며 현재까지 지연하고 있는 바, 신청인은 조속한 배상을 요구함.(송장번호:2215-6718-3283 발신:코리아나 화장품 수신:김인영)",,y,y,,,
52,1,"신청인은 2014. 1. 23. 피신청인의 택배서비스를 통하여 생선을 받기로 하였으나, 받는분의 주소가 잘못기입되어 배송이 안되었고 피신청인의 담당직원이 2014. 1. 24., 1.25. 2차례 주소확인을 위해 연락을 하였으나 신청인이 스미싱으로 오해하여 받지 않았음.",,,,,,y
52,2,"2014. 1. 25. 담당직원과 통화하여 경비실에 맡기기로 하였으나 2014. 1. 26. 경비실에 도착하지 않았고, 2014. 1. 27. 재발송한다고 하였으나 확인이 안됨.",,,y,,,
52,3,"신청인은 배송받지 못한 갈치, 옥돔과 관련하여 피신청인 본사가 확인한 금원 495,000원에 대한 손해배상을 원함.",,,,,,y
52,4,송장번호 : 1486-4994-2954,,,,,,y
52,5,신청인이 귀가 잘 안들리는 분으로 대리인과 연락하기를 희망함.(대리인 제부 박희완 : 010-7424-7427),,,,,,y
53,1,"피신청인은 2013.10.21 분당에서 충남조치원으로 도토리를  운송하면서 피신청인에게 택배비 9,000원을 결제함. ",,,,,,y
53,2, 택배 의뢰 후 10여일이 지나도록 도착이 안되어 알아보니 분실하였다는 것을 알게됨.,,y,,,,
53,3,"보상관계를 알아보는 중에 택배보낼때 가격이 얼마정도 되는지 물었을때 가격이 얼마되는지 모르고 5만원이라고 쉽게 얘기했었는데 그때는 정확한 금액을 몰랐었고 알아보니 한말에 35,000원으로 3말을 보냈으므로 105,000원의 물품가격과 운송비에 대한 보상이 이루어져야 할 것임.",,,,,,y
53,4,피신청인은 택배 분실로  미안하다고 가끔 전화하더니 이제까지 아무런 배상없이 시간만 끌고 있음.  ,,y,,,,
53,5,송장번호 6811-3245-7734- 신청인은 소비자분쟁해결기준에 따라 빠른 배상을 요구함.,,,,,,y
54,1,"신청인은 신발 총 14켤레를 주문, 배송 받은후 사이즈 변경을 위해 판매처와 통화후 2014.1.23. 피신청인을 통해 반품 택배 의뢰함(총3켤레, 화이트 1점, 블랙2점)",,,,,,y
54,2,014.1.29. 집하소에 도착했다는 내용 이후 2014.2.5.까지도 반품 제품이 전혀 이동하지 않고 있어 피신청인 상담원과 통화하니 설 택배 물량이 많아 늦어지는 것이라며 기다려 달라함.,,,y,,,
54,3,014.2.11.택배 내역 조회를 하였으나 전혀 이동을 하지 않아 피신청인 상담원과 통화 하였고 알아보고 연락준다더니 지금까지도 연락없음.,,,,,,y
54,4,"신청인은 신발 3켤레(51,000원) 전액 보상요구함.",,,,,,y
55,1,"신청인은 2014.1.20. 피신청인3(옥션)에서 피신청인2(레노버)의 노트북을 구매하고 989,900원을 카드12개월할부 결제함.",,,,,,y
55,2,무선인터넷 연결이 안되어 피신청인2 노트북 기술지원센터 방문하여 접수하고 오던중에 인터넷 된다고 제품 다시 가져가라는 연락을 받아 되돌아가 제품수령하여 집에서 무선연결했으나 역시 안됨.,,,,,,y
55,3,피신청인3에게 반품접수하여 박스위에 노트북임을 표기하고 피신청인1(로젠) 택배기사에게도 노트북임을 전달 후 2.5.에 발송함.,,,,,,y
55,4,피신청인2은 불량 판정 확인서가 없어 반품불가라는 이유로  박스를 개봉도 않고 그대로  신청인에게 재배송하였으며 노트북 모니터 윗부분과 모서리가 파손된채 2.10. 받음.,y,,,,,
55,5,신청인은 피신청인2가 반품수령후 개봉도 하지않았다는데 개봉도 하지않고 불량판정 확인서가 없다고 하는 점이 의심스러움.,,,,,,y
55,6, 2.12. 피신청인1이 파손으로 인하여 수거해 감.,,,,,,y
55,7,"신청인은 구매후 정상적인 사용조차 못하고 파손에 이르게 된바, 제품구입가 환급을 요구함. ",y,,,,,
55,8,운송장 번호 : 975-1452-3676           ,,,,,,y
56,1,"신청인은 2014.1.9. 친구에게 선물(쿠키 등)을 보내기 위해 피신청인을 통해 택배의뢰하면서 신용카드 일시불로 2,600원 택배비 결제함.",,,,,,y
56,2,"2014.1.10. 신청인 휴대폰으로 "" 배송완료, 인수자 공진솔""이라는 문자 받음.",,,,,,y
56,3,014.2.10. 택배를 받았는지 친구를 만나보니 택배를 받지 못했다고 함.,,y,,,,
56,4,014.2.11. 피신청인 고객센타에 연락하여 의왕시 오전동 담당 대리점 연락처를 안내받아 해당 대리점에 연락해보니 김치를 보냈다는 대답과 김치는 이용불가 상품이라는 안내를 받음.,,,,,,y
56,5,"신청인은 운송장 비고란에 ""이용불가 상품없음"" 이라고 적혔듯이 대리점에서 주장하는 김치와 이용불가상품을 보낸적이 없다하니 대리점은 한달이나 지난 상품이라며 처리를 회피함.",,,,,,y
56,6,"신청인은 인수자가 물건을 배송받지 못했음에도 신청인에게 배송됐다는 허위 문자를 보낸점, 제품 분실 후 조치를 취하지 않은 점 등 피신청인의 과실로 인한 물품가액 50,000원 보상을 요구함.",,,,,,y
56,7,운송장번호:823-594-7322,,,,,,y
56,8, 대리인(이웅: 010-4106-4163)과 통화 요청.,,,,,,y
57,1,"신청인은 인터넷사이트상에서 자신이 소장한 샤넬백(시가 470만원)을 중고로 판매하고자 2014.2.12. 피신청인의 편의점 택배를 이용하며 보험비용이 추가된 택배비용 9,600원을 지급함.",,,,,,y
57,2,"그런데 편의점 아르바이트생이 택배를 타인에게 확인 절차도 없이 인도하여 분실되어 피신청인에게 배상을 요구하자 박스 안의 제품을 보지 않았으니 확인이 불가하여 배상을 할 수 없다고 하는 바, 신청인은 조속한 배상을 요구함.",,y,,,,
58,1,"신청인의 어머니(...)가 2014.3.0. 신청인에게 박스 3개(의류, 의류와 포장된 데스크탑 컴퓨터, 의류와 포장된 모니터)를 신청인 측에 택배 의뢰함(전주->부산)",,,,,,y
58,2,택배를 받아보니 컴퓨터와 모니터가 파손되어 있어 택배사의 고객센터에 연락하여 배상을 요구하였으나 판손면책 스티커 부착을 이유로 거부함.,y,,,,,
58,3,저희 어머니는 파손면책에 관하여 확실한 내용을 전달받지 못했다고 함.,,,,,,y
58,4,청인은 조사 후 피해보상을 요구함.,,,,,,y
58,5,신청인은 학생이라 수업이 있어 오후 5시 이후 통화 가능함.,,,,,,y
59,1,"신청인은 2014년 2월 11일 01시 30분 편의점 택배(cvsnet.co.kr)에서 피신청인에게 택배 발송(춘천  동해, 운송장번호 8247678736) 접수하고 당시 폭설로 인한 며칠 지연된다는 (인터넷 베너창) 알림은 있었지만 배송불가라는 사전 고지는 없었음",,,,,,y
59,2,"이후 피신청인 택배사는 배송이 안되고 있는 상황에서 다른 택배사는 배송이 되고 있어 2월 20일 물품 접수 편의점, 본사로 전화한 결과  편의점에서 cj 택배사원이 물건 픽업을 계속 거부로 인하여 배송 지연이 발송했다고 함.",,,y,,,
